,number,values_0,values_1,datetime_start,datetime_complete,duration,params_epochs,params_init_weights,params_log batch size,params_lr,params_weight_decay,system_attrs_nsga2:generation,state
70,70,1.9151073440219886,0.4666135981150249,2023-10-05 17:40:09.479731,2023-10-05 18:44:42.017481,0 days 01:04:32.537750,45,kaiming,1,4.638318382514224e-05,0.0003088663780608929,1,COMPLETE
71,71,0.9557994789310864,0.6284722222222222,2023-10-05 18:44:42.024399,2023-10-05 19:20:33.849510,0 days 00:35:51.825111,30,xavier,3,0.000135353014917774,0.0009648730305008345,1,COMPLETE
72,72,6.249587426889671,0.5,2023-10-05 19:20:33.856584,2023-10-05 20:02:39.228002,0 days 00:42:05.371418,35,kaiming,3,0.00037590905205723126,0.001954093528606942,1,COMPLETE
73,73,1.7621137501938002,0.47000000000000003,2023-10-05 20:02:39.232486,2023-10-05 20:37:26.282209,0 days 00:34:47.049723,30,xavier,4,5.209566907769859e-05,0.00034879746840149514,1,COMPLETE
74,74,3.203769384305359,0.5306473504603565,2023-10-05 20:37:26.285330,2023-10-05 21:26:46.613279,0 days 00:49:20.327949,30,kaiming,0,7.2865469873556e-05,0.0018424044807669993,1,COMPLETE
75,75,3.032277543891137,0.46446775446775446,2023-10-05 21:26:46.616469,2023-10-05 22:18:33.368888,0 days 00:51:46.752419,45,kaiming,2,0.000109544692943392,0.008086556776373762,1,COMPLETE
76,76,5.397147917709804,0.5005072463768115,2023-10-05 22:18:33.372265,2023-10-05 23:13:46.654624,0 days 00:55:13.282359,45,xavier,0,0.00016473285373025325,0.0010095318651962746,1,COMPLETE
77,77,0.8294980855223196,0.5249439732833661,2023-10-05 23:13:46.672083,2023-10-05 23:25:50.228532,0 days 00:12:03.556449,10,kaiming,0,4.7930629481268146e-05,0.0015688084456870666,1,COMPLETE
78,78,5.691038963055265,0.5,2023-10-05 23:25:50.241424,2023-10-06 00:17:47.186829,0 days 00:51:56.945405,55,xavier,1,0.00038795595856906185,0.0017772180032398924,1,COMPLETE
79,79,1.4163933319901978,0.43667038027332145,2023-10-06 00:17:47.200412,2023-10-06 00:46:18.874654,0 days 00:28:31.674242,35,xavier,2,7.2865469873556e-05,0.0018424044807669993,1,COMPLETE
